text,emotion
rangnick sangat kecewa kami seharusnya menang dan menutup pertandingan di babak pertama crossbar tiang gawang penalti yang gagal dan banyak peluang seharusnya atau bisa malah ,1
salah lah wkwk nanti orang orang pada ikutan sedih ya walaupun saya tidak sedih sih ,1
sedih jisoo belum lirik message aku,0
silky drink yang blue citrus jg enak bgtttt,3
sudah biasa kan ,1
saja nak kongsi dekat korang yang kami juga ada buka booth jualan merch boleh singgah cuci mata tengok tengok fizikal dan zine lokal yang dijual rantai art event week myground mytown shopping centre february am message ,1
baru seminggu vegie kangen banget deh makan ayam goyeng terakhir makan ayam di kereta beli ayam mekdi yang spicy di st gambir makan bareng ayang nyuapin ayang padahal dia gak terlalu suka ayam tapi karena aku mau mekdi doi mau gak mau ikut makan sekarang dia seneng aku gak makan ayam,2
aku awalnya kan lagi scroll ig tu terus lihat jae di podcast apa ya lupa nah kata katanya tu ngena banget awalnya aku kira dia motivator terus cari cari di youtube taunya punya lagu juga awal aku denger lagu dia yang pacman langsung suka si terus dari situ,2
pakai popsocket enak tidak si aku belom pernah coba soalnya wkwk ,1
bukan tidak suka sama seriesnya iya aktingnya bagus soundtracknya jg bagus tapi ceritnya serem serem banget,5
ya allah aku sedih kali sumpah denise hsgsfscs dari awal aku udah bad feeling tapi masih berharap gitulo paham kan,0
kak kaia gemes banget tt iyah yang suka genitin anak orang terus kalau foto manyun bebek beginj,2
mungkin hidup gue akan bahagia kalau gue berasa orang yang menyayangi gue,0
aww malu banget suer,5
makin jeblok suara pdip di jawa barat buat orang sunda semangkin benci,4
lahya ngapain marah wkwk,3
congratskeren ini pak mentri bumn erick thohir semangat pak,3
sehat selalu panjang umur aamiin,3
in family your trust terlihat harmonis belum tentu sebuah keluarga akan baik baik saja meninggalnya sang kakek membuat sebuah keluarga besar hancur hingga membuat pembunuhan berantai lantas siapa dalang dari perpecahan ini ,1
what a shame saudara laki-laki santai santai ye jangan marah marah jangan cari pulakaku sayang hg ,1
good morning semangat harus semangat pkoknya semngat mencari rezeki,3
gue benci sama kamu,4
menyendiri dulu dehh mabok dulu biar tidak panik,5
semalam saja tapi sunway pyramid saja sggh kedai sony tanya ps takdak stok katanya pastu lalu kedai game sebelah sony tu ,1
suka banget self pampering ini kak kayaknya,2
pagi pagi dapat kabar baru ini rasanya ingin nangis masih positif thinking sbnernya tapi sungguh ku tidak bisa,0
takutnya kecewajadi kasihan gitu,5
semangat nge tidak ,1
jujur dari awal sampai sekarang cuma suka jeongwoo dan haruto aja di teeasure ngarep banget mereka bikin duo,2
ada tidak sih cewe yang tulus ke aku takut patah hati,5
enakk banget suka rasa kuah pedesnya apalagi kalau lagi emosi makan ini auto hilang emosi ku,3
bukan cakep yang feminim tapi kek ini cewe seems like she make rules of her life ya semua orang gitu kali ya tapi smth different she looks like an independent fierce woman tapi tidak bikin takut kliatan friendly yeu sotoy bingits ,1
coy ngeri sekomplek wkwk sehat mat,5
kelebihan vr aku  paling suka pakai vr buat nyelem di laut hahaha itu kocak banget anakku suka banget tuh main itu sama bola,2
bener apalin nomor kendaraannya biasa parkir dimana yang tidak ada cctv potong karet rem nya biar blong ngarep doang usaha dong ,1
break dulu soalnya gamau kecewa untuk yang kedua kalinya sebelum ketemu yang benarbenar tulus,5
jangan jari shamming nder kasian sedih ntr dia kamu gak mau kan dibilang jelek aneh di antara temenmu ,1
hadehh bego banget deh,4
reply lah ws apa yang susah sangat nak suruh fix app je pun kang aku tidak masuk kelas pastu kata aku ponteng bodoh betul,4
mpus suka banget nemenin ummi,2
korea pelapis ama utama tidak keliatan beda saking tidak keliatan sepak terjang pemain utamany di mens tapi takut saja kejutan racikan gadony sih suka surprise,5
bukan ganti sih tapi suka bikin oleng bangtan tuh kuat banget daya tariknya ,1
deh lah saya kecewa,4
percaya tapi benci saya kalau suka diem doang kaga bicara langsung kek saya kaga gigit elah dan lu cowo yang gentle dong masa kalah sama gentle jen,4
aku suka gambar semua bagian kecuali satu sepatu males banget apa lagi yang ada talinya iihh gaa tidak mauuu,2
masih sepi gasih kok belum ada ysd yang lewat,0
lagi mau tanyain kabar tapi takut ganggu,5
capek ihh ingin marah bingung sama siapa,0
tapi makin banyak yang paham kok kek saat heboh delta temanku banyak yang rawat orang tua mereka di rumah saja alhamdulillah sembuh biarkan dibilang hoaks kita tetap bersuara buktinya man temanku yang udah rasakan kipi vaksin jd berubah pikiran kok keknya harus merasakan dulu ,1
gak suka banget kalau ujungnya kek ngebandingin kerja keras orang kek apa anjer masing orang udah kerja keras sebisa mereka,4
heleh padahl di hati terdalam kecewa luarbiasa,0
udah aku duga soalnya tumben banget cube ngegas banget promosinya dan lain-lain jadi keinget cb helicopter kemarin cube kalau kamu sampai ngapain anak aku awas ya aku marah bnrn marah banget,4
hii bagaimana kabar ,1
anak cewe sendirii takut kenapa napaa kali sy pun tidak tahu,5
the only thing i like about this t pro is charge cepat kurang than minutes deh full tapi kadang tu selalu jugak lah overcharge sebab tinggal je time charge pastu terus lupa masa charge phone panas gila taktau lah kenapa benda ini aku tidak suka ye tapi time normal use ok ,1
maksud saya tapi itunya yang saya melaka tidak enak banget bestiee gatau sih tapi kalau yang suka manis dan tidak suka kopi kayaknya akan suka,3
jangan gitu nder saya juga suka keluar tengah malam terus foto kembang itu bagus banget soalnya saat lihat wkwk,3
kamu sedih kamu sudah kena prank lmao,3
kaget tapi oke bintang dari aku,3
biar kagett soalnya aku kagett baca yoonmin kaget,5
kesalahan adalah kata yang paling di benci orangtapi orang akan lebih baik jika dia sudah melakukan kesalahan ,1
dihh tidak sopan banget ini kurir kurir anteraja sama jnt pada tidak bener apa bagaimana sih suka banget bobo paket orang buat hal yang tidak berguna gitu,4
saat itu juga ingin saya tonjok tapi ditahan jadinya saya dorong aja ampe jatoh dari bangku kalau suka tu bilang lah ini malah bikin kelas benci saya semua manaan ada yang bikin grup haters nya bella kenapasi norak banget bodoh,4
tidak sih gue malu soalnya pakai baju haram tidak terbiasa juga pergi pakai baju begitu,5
enemy to loversnya bukan yang omg dulu gue benci dia tapi gegara dia bantuin gue kok gue gugup sih ternyata dia gak seburuk yang gue kira tapi yang gue benci sama kamu tapi kalau kamu mati gue akan ngehidupin kamu lagi dan ngebunuh kamu dengan tangan gue sendiri,4
subuh gini udah galau dan kecewa,0
dalam hubungan pasti ada tipe wanita yang selalu menanyakan pertanyaan yang sama kepada pasangannya entah itu kamu cinta aku gak atau aku cantik gak terus yang lebih ekstrim lagi aku gendutan ya aku pribadi lebih suka dibilang cantik suasana hati langsung goodmood,2
bused agak ngeri notifnya,5
yeahh aku akan semangat,3
senang banget pagi pagi dapat yang manis manis ue ue,3
hanya orang bodoh yang mati demi cinta aku akan bertahan hidup untuk cinta ryo saeba city hunter ,1
kemarin malam sehat saja dan tidurpun pulas kok tadi malam timbul sakit sekali rasa badan sampai susah tidur baru bisa tidur saat subuh ehh jam malah ada yang nelpon ,1
hiih kamu harus ikhlas semangat berproses semuanya,3
di chip enak biyanget,3
sir baik tidak kena balik panggung mimpi ngerikuang kuang kuang,5
masih paling nanti agak cacat aja dikit wkwk,3
saat ini kamu sedang lelah sedih hingga kecewa karena setiap hal yang kamu perjuangkan tidak pernah sesuai harapan,0
marah beneran ya allah,4
tidak semua cewe suka cowo yang ganteng kadang ada juga cewe suka cowo yang ganteng banget,2
halo cantik kebetulan aku sering di curhatin soal per moveon an dan aku bisa kasih advice dengan jujur dan tegas but masih in a gentle way aku sering dijuluki counselor sama tementemen aku jadi jangan ragu ya buat cerita sama aku ,1
jika kamu melihat matahari saja tidak sanggup apalagi melihat sang pecipta ,1
eps saya kesal dengan gwinam ni ngapa kaga die sih  zombie immortal yak udah jatoh dari lantai bos apa harus di shot gun baru die ni orang terus namra bisa feel gwinam tapi gwinam tidak bisa atau tidak ngerti,4
setahu gue founder partai ummat amien rais dulunya juga lulusan chicago university dan dia sih sah saja ngutip dari manapun ,1
sedih banget pagi pagi lihat saldo ada rebu,0
normal german pro globohomo dunno ya tell me ,1
manjain mata biar puas,3
semoga cepat sembuh tidak enak gatalgatalnya,3
gue juga dibebasin dulu sama bapak mau main sampai jam berapa tapi kalau sampai pagi ya tau diri aja bapak tidak marah yang was wes wos tapi diem ini mending ada yang ngingetin karena sekarang ya taulah gada tempat yang aman buat kaum hawa,4
jadi inget waktu kakak menikah ayah juga bilang hal yang sama dia bilang sebelum ada lelaki lain yang mencintai dia kakak ada seseorang yang mencintai dia terlebih dahulu itu adalah ayah jika memang istrimu membuatmu kesal tahan kesabaranmu jangan pukul dia ,1
tidak ngerti lagi suka banget,2
malu malu takut salah langkah,5
sarapan bubur tidak pakai kacang dan tentu saja diaduk ,1
makin benci dan sebel terhadap agama terutama sekali agama yang entu udah bisanya cuma bikin susah orang tidak ada gunanya lagi,4
follow aja  nel coba nnti kamu kenalin sendiri ankanya kyl gimna tapi jangan kaget aklo kisah cinta dia sangat amat teramat kasihan ini acc nya nnajeaa ,1
padahal mereka juga yang suka shipping aneh banget,2
pagi cewek udah normal kah tweetnya ,1
kan  anjing si simon ini tuh si chio  da suka sama ibel tapi dia takut kalau dia jatuh cinta sama si ibel akan melakukan kesalahan yang sama kek si simon,4
lho kirain fest hahahha,5
tolol banget nilo jilat tai sebdiri guwvtakut siiii bayangin omar marahh eumm,4
buset sedih tapi wkwk,0
aku boleh suka sama orang lagi takut dibilang sasimo,5
wanita mau saja dimadu asalkan sang pria mau untuk di racuna ,1
sedih banget waktu salaman sama kucing,0
dulu saya g masalah ngekos kamar mandi luar tapi stelah ngerasain kamar mandi dalem ternyata enak ya,3
draken tersenyum lembut sambil mengelus ujung bibir ranum milik takemichi lembut ia menatap bagian itu lama draken aku memang marah emma telah mati tapi aku bisa bertahan hidup untuk beberapa alasan matanya bertemu mata takemichi yang menatapnya penuh tanda tanya ,1
ingin keliatan pinter tapi tolol,4
emosinya natural banget aku suka wkwkwkwkwk,2
grey sama what am i suka banget,2
semangat ngerjainnya have a great day pit,3
harusnya cara nya bisa biasa aja bener bener bikin speechless gilaa ,1
suka banget sama mereka berdua,2
februari kenapa sih pagipagi udah ada kabar sedih aja,0
bismillahtetap semangat jangan menyerahyakin pasti bigwin,3
ututu semangat bum aku masih lama maret,3
kating takut adek tingkat aku doang keknya ini matkul wajib padahal bukan mkp,5
kalau tunjuk muka dengan anak dan isteri kemudian buat kenyatan bodoh nitu bukan berani bangtu bapak bangang lagi bodoh degil mcm kaldai yang tk fikir anak dan isteri tersayangibarat kau bgi gambar kau dengan isteri kau tengah berjubo depan anakthen berlegar dlm sosmed,4
cukup ke spook di banner weapon sekali saja hiks tapi paling nanti coba x pull di engulf ,1
menurutku sih iya seperti kalau jeleknya selesai tuh bikin marahmarah ingin bahas banyak kalau jeleknya ini seperti shit malu banget yaudalah,5
kasih semangat dong moots,3
masa kecik aku belajar puasa dari makan minum dan tidak korek hidung hahah deh baligh sikit baru rajin pergi tarawih dewasa belajar kawal pertuturan emosi dan banyak buat refleksi diri untuk selanjutnya mungkin kena belajar sesuatu dari buku ni pula ,1
dulu setiap lahan kosong bisa disulap jadi lapangan sekarang kita memilih sewa untuk senang ,1
gue punya facebook coba buka bem ternyata sama aja banyak virus adm wabahnya nyebar ini manusia bodoh perlu banyak didikan ampe urat malu putus kurang didikan,4
ini telat sih tapi ada line dari au kamu yang paling memorable lupa structure kalimat spesifiknya bagaimana tapi seinget aku bukan karena tegang tapi karena sayang gak telat sama sekali tell me anytime amd ill masih listen aku ,1
anjing gue baru nonton all of us dead bawaannya emosi bgst,4
dengan senang hati kak ini semoga bisa bantu memandu yaa,3
srs benci giler dengan org yang tidak sabar dan tidak hormat cuti org,4
kd sedih si cuma pusing saja pang,0
kalau aku suka dengerin ceritamu melihat kamu dengan pnuh cinta,2
mantaf pg jg semangat,3
sini bestie hi kak lagi cari app prem ingin cepat juga ada ini lengkap fast respon testi on pinned yaa yuk langsung message t jual netflix murah spotify wetv kaget nikah all of us are dead ,1
seperti nya akun saya juga dibokir ,1
kadrun kroco sih cuman dapat nasbung jk ada order demo tapi kini lagi sepi order jd kelaparan mknya ngaco meracau jadinya wkwk ngakak,3
film romance yang ingin banget di tonton kata dan ku kira kau rumah dulu suka bat ke bioskop tpi sekarang udah tidak punya partner lagi ngajak temen elehh mereka pun gue bayarin tetep ada aja alesannya,2
sebenernya waktu itu jadi seeun karena love at first sight  sama seeun lagi nontonin stayc terus langsung suka banget sama seeun habis itu iseng jadi seeun eh malah nyaman,2
nyenye gak takut wleekk wkowkowko,3
dia kayaknya suka banget sama ni kaca ya sering banget foto di kaca ini,2
udah ah kamunya ada aja he lanjut yah tante hadiah utamanya belum ini ingin rasain mulut tante hmmhhiyaiyatapi jangan disini yahdi kamar tante aja yukmalu ini di dpn niko heheoke  setuju jaka mereka kemudian bangkit dan menuju kamar anisa ,1
suka kasih something ke pacar jadi kalau kamu milih aku gaakan bosen dan akan dibuat bahagia terus he kalau kamu tertarik bisa langsung check carrd aku atau message ke agensi aku disini see you,2
follow ca ore yok sepi v kangkeceh ,1
sbenarnya panik juga sih,5
yang fungsinya ngawasin roda pemerintahan aja baru kaget belakangan pdhal rakyat udah pada tereak kapan hari dahlah semakin miris dan makin acakadut aja negeri ini,4
gm ayu berkobar semangat,3
gue suka banget baking wkwk,2
ekspresif marah di tl iya ke temen juga iyaa,4
kalau udah dengerin satu lagu dan udah suka banget pasti akan di ulang terus sampai moal,2
iya ya kaya kaget gak si atau sedih seneng apa bagaimana ,1
congratss nderr mau bangett dong nderr sedih bangett uda seneng keterima ternyata penipuan perusahaan gede lagi mau nangis,0
cuma drop biasa thanks ,1
enak gasih digituin ,1
suka banget sama keluarga ini,2
sedih aku lagi berantem mereka saling cemburu akhirnya win ngembek,0
lain kali otak tuh biarin aja stay di kepala jangan dipindah pindah ke kontol juancok tolol kan jadinya gih musnah aja ngehabisin oksigen aja kalau hidup,4
aku deh terbayang anak aku sedih tengok ryan,0
kayaknya paraga suka banget ngajak wgl akun chaewon ya awas aja kalau di prank lagi,2
tengil suka marahmarah songong tapi itu semua jarang sebenarnya dia orangnya suka galau sering sibuk sama kegiatan osisnya kadang juga manja seperti anak kecil tapi lucu kok kadang nurut kadang berkilah alasan dulu untuk beberapa hal contohnya kalau disuruh makan ,1
klo interaksi sm dia tidak gugup berati bukan suka tapi cuma nyaman dan aman aja sama dia anjay wkwkwkwk,2
tertawa itu jaksel day ngebekas banget jadi bikin aku suka ngetik i bercampur language t t keki banget,4
biasa kan dari dubai jadi istimewa ,1
lu sedih gak gue sih iya,0
bnr bnr seneng dapat hadiah dari doiiii sayanggg doi,2
lucu menurut saya itu adalah wilayahnya presiden dpr dan mpr bukan gubernur kalau begitu artinya gubernur memiliki wewenang utk menyatakan diri merdeka diksi yang bodoh artinya pemindahan ibu kota tdk pernah memikirkan nasib jakarta selanjutnya mau dijadikan apa,4
